NAME,PARTY,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q6_11,Q6_12,Q6_13,Q6_14,Q6_15,Q6_16,Q6_17,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8,Q9,Q10,Q11,Q12,Q13
小原＝舞,2,2,3,3,5,4,2,3,2,3,4,3,4,4,2,4,2,2,3,4,2,2,2,2,4,4,1,4,2,5,5,5,4,5
山内＝健,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,5,1,5,3,1,5,5,5,5,5,5,4
安藤＝裕,1,1,3,3,1,4,1,1,3,4,5,3,5,5,2,1,4,5,3,4,2,2,1,4,2,1,3,5,1,2,2,4,2,2
山井＝和則,2,3,3,3,5,5,3,3,3,5,5,3,2,5,3,4,1,1,3,3,3,3,4,3,5,4,1,2,4,5,5,5,5,2
上條＝亮一,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,5,1,5,4,1,5,5,5,5,5,5,4
大西＝宏幸,1,1,2,3,1,4,2,2,1,1,3,3,5,4,1,3,5,3,2,4,2,3,2,4,2,4,4,2,1,1,1,2,2,3
井上＝英孝,3,2,3,3,4,2,3,3,3,2,1,4,3,3,3,5,3,3,2,3,4,2,3,2,5,4,1,1,1,4,5,5,5,3
柴山＝昇,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
左藤＝章,1,1,3,3,2,3,2,2,3,2,2,2,4,3,2,2,3,3,3,3,2,2,2,4,4,4,4,4,1,2,1,2,2,2
椎木＝保,3,3,5,2,3,2,2,4,4,5,2,3,3,3,2,5,3,2,3,4,2,3,3,3,3,3,3,3,3,4,5,5,5,4
山本＝陽子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,5,4,5,5,5,5,5,5,4
佐藤＝茂樹,4,2,5,4,5,2,2,2,4,2,2,4,1,2,2,2,1,2,1,4,2,2,2,4,4,5,2,4,2,1,1,2,2,2
渡部＝結,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
中山＝泰秀,1,1,3,3,1,3,1,2,2,2,2,3,5,5,1,1,5,3,1,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
吉村＝洋文,3,1,2,2,1,4,3,3,3,2,1,4,4,3,3,5,2,3,1,2,5,2,3,2,5,4,1,1,1,4,5,5,5,3
清水＝忠史,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,4,3,2,5,5,5,5,5,5,4
国重＝徹,4,3,5,3,5,4,2,1,3,2,3,3,1,2,3,3,2,1,3,3,3,3,4,3,4,3,3,3,2,2,2,4,4,2
石井＝美鈴,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
伊佐＝進一,4,2,4,4,5,4,2,1,3,2,3,4,2,3,4,3,2,3,3,3,3,3,4,3,4,4,2,3,2,2,1,3,2,2
渡司＝考一,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
渡嘉敷＝奈緒美,1,1,2,3,1,4,2,2,1,3,3,2,5,3,1,2,4,3,5,2,4,2,1,5,2,4,2,2,1,1,1,2,2,2
上西＝小百合,3,2,3,3,4,2,3,3,2,2,1,4,4,3,2,5,4,2,2,3,4,2,4,2,5,4,1,1,1,4,5,5,5,3
村口＝久美子,6,5,5,3,5,5,2,5,5,5,5,5,1,3,3,5,1,1,5,4,1,2,5,1,5,4,2,5,5,5,5,5,5,4
大塚＝高司,1,1,3,3,2,3,1,2,2,2,1,1,5,5,1,1,5,3,3,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
木下＝智彦,3,1,2,3,3,1,3,4,2,1,1,4,4,2,1,5,2,3,1,2,5,3,3,2,4,4,1,1,1,3,4,5,5,3
上田＝孝之,5,1,2,2,1,3,3,2,1,1,2,2,5,4,1,1,5,4,2,2,4,3,2,5,2,3,2,2,1,1,1,3,2,2
山端＝光子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
原田＝憲治,1,1,3,3,3,3,1,2,2,2,2,3,5,5,1,1,5,3,2,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
足立＝康史,3,2,3,2,4,2,2,4,4,1,1,3,5,2,2,4,3,3,2,2,5,3,4,5,5,4,2,2,1,2,4,5,5,3
垣田＝千恵子,6,5,5,3,5,5,1,1,5,5,5,5,5,3,3,5,1,3,5,5,1,3,5,1,5,4,1,5,5,5,5,5,5,4
大隈＝和英,1,1,2,1,1,5,1,1,2,2,2,2,5,2,1,1,4,3,1,2,2,3,3,4,3,2,3,3,1,1,1,2,1,2
辻元＝清美,2,4,5,5,5,4,4,4,3,4,5,5,2,3,3,5,1,1,4,4,2,3,5,2,5,5,1,4,5,5,5,4,4,2
松浪＝健太,3,2,2,2,1,2,4,4,2,2,1,3,5,3,3,1,5,4,2,2,4,2,2,4,3,4,3,2,1,2,2,4,4,2
浅沼＝和仁,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
平野＝博文,2,3,3,2,4,3,3,2,4,2,3,3,4,2,2,2,4,3,2,3,4,3,3,3,3,4,2,3,2,4,4,4,5,3
伊東＝信久,3,1,3,2,4,1,3,4,2,2,1,4,4,4,4,5,3,2,1,2,4,1,4,2,5,4,1,1,1,4,5,5,5,3
佐藤＝ゆかり,1,1,3,3,3,3,1,2,2,1,3,3,5,5,1,3,3,1,2,3,4,6,3,4,4,4,3,2,2,1,1,2,1,3
三和＝智之,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,5,1,3,4,1,4,3,2,5,5,5,5,5,5,4
北川＝知克,1,2,3,3,3,3,2,2,2,2,3,3,5,3,2,2,4,3,2,3,3,3,3,4,3,4,3,3,2,2,2,3,2,2
堅田＝壮一郎,3,2,2,2,3,2,3,3,3,2,1,4,5,3,3,4,3,3,2,3,5,2,3,2,5,4,1,1,1,4,3,5,5,3
樽床＝伸二,2,2,2,3,3,3,3,3,2,3,4,3,3,3,3,2,3,2,3,4,3,3,3,4,3,3,2,3,2,3,3,5,5,3
吉井＝芳子,6,5,5,5,5,5,2,3,5,5,5,5,1,3,3,5,1,2,5,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
宗清＝皇一,1,1,2,3,2,3,2,2,2,3,3,2,5,4,2,1,5,3,3,3,3,2,3,3,3,4,3,4,1,1,2,3,2,2
西野＝弘一,5,1,1,1,1,1,2,3,3,1,2,3,5,5,2,1,5,5,1,2,4,3,1,5,1,4,5,2,1,2,2,4,4,2
荒谷＝恵美子,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,3,2,5,5,5,5,5,5,4
谷畑＝孝,3,1,3,3,4,2,3,3,2,1,1,4,3,2,3,2,3,2,1,3,4,3,3,4,4,4,1,1,1,3,3,5,5,2
三宅＝博,5,1,1,1,1,3,2,4,2,1,2,3,5,5,1,3,4,4,2,3,3,3,1,4,3,4,3,2,1,2,1,3,4,5
長尾＝敬,1,1,2,1,1,4,1,1,2,1,2,1,5,4,1,1,5,3,1,2,2,2,1,4,4,1,4,2,1,1,1,4,1,3
野沢＝倫昭,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
竹本＝直一,1,2,3,3,2,4,1,1,2,2,1,4,5,3,2,2,5,2,1,3,3,3,2,4,2,2,2,2,2,2,2,3,2,2
浦野＝靖人,3,2,3,2,1,1,3,3,3,3,1,2,5,4,2,2,3,3,2,3,4,2,3,4,2,4,2,1,1,2,2,4,3,3
為＝仁史,6,5,5,3,5,5,2,5,5,5,5,6,1,3,3,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
森山＝浩行,2,3,4,3,3,4,4,3,2,3,3,3,2,3,3,3,2,2,3,4,4,2,4,3,4,4,4,3,2,4,5,5,5,3
北側＝一雄,4,3,5,3,5,3,4,3,3,2,4,4,2,2,3,3,2,2,1,3,3,3,3,3,4,4,1,2,1,2,2,2,2,2
西村＝真悟,5,1,1,1,1,3,1,1,3,2,4,1,5,5,1,1,5,5,2,3,2,2,2,4,1,2,5,4,1,1,1,5,4,4
益＝修一,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,2,4,1,5,4,2,5,5,5,5,5,5,4
岡下＝昌平,1,1,2,1,1,4,1,1,1,3,2,2,5,4,1,2,5,3,4,2,3,3,2,4,3,3,2,1,1,2,1,2,2,2
馬場＝伸幸,3,1,1,1,1,1,4,2,1,1,1,2,5,2,1,3,3,3,1,1,4,4,2,2,2,4,4,1,1,1,1,4,3,2
吉岡＝孝嘉,6,5,5,5,5,5,4,5,5,5,5,1,1,3,4,5,2,3,5,5,1,2,3,1,5,5,1,5,5,5,5,5,5,4
神谷＝昇,1,1,2,2,1,4,2,2,2,2,2,2,3,2,1,1,1,3,1,2,1,2,2,4,3,3,2,1,2,2,2,3,3,3
遠藤＝敬,3,2,2,2,4,2,3,4,3,2,1,4,4,3,1,5,5,2,2,3,4,2,3,2,5,4,1,1,1,4,5,5,5,3
矢野＝忠重,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,4,4,2,5,5,5,5,5,5,4
谷川＝とむ,1,1,3,3,1,3,1,2,3,2,3,3,5,4,1,3,4,4,3,3,3,3,2,3,1,4,2,2,1,2,2,2,2,2
長安＝豊,2,2,3,3,4,5,3,3,2,2,3,3,4,3,2,4,2,3,3,3,4,2,3,3,4,4,2,2,3,4,4,4,4,2
丸山＝穂高,3,1,3,2,2,3,4,2,2,2,1,3,5,4,1,2,4,4,2,2,4,3,4,3,4,4,4,2,1,4,2,5,5,3
北村＝みき,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,5,4,2,5,5,5,5,5,5,4
盛山＝正仁,1,1,3,3,4,4,2,1,2,2,5,2,3,2,2,1,2,3,2,2,4,2,2,4,5,3,1,4,2,1,1,4,3,2
井坂＝信彦,3,2,4,2,4,3,4,5,5,2,3,4,5,3,2,5,3,2,2,3,5,2,4,2,4,4,2,1,2,5,5,4,5,3
筒井＝哲二朗,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
向山＝好一,2,1,1,2,4,4,4,4,2,4,3,4,5,3,2,2,3,2,4,4,2,2,2,6,2,4,6,2,2,3,2,5,5,5
平松＝順子,6,5,5,4,5,5,2,3,5,5,5,5,1,3,3,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
赤羽＝一嘉,4,3,5,2,4,4,2,2,3,2,4,2,2,3,3,2,2,2,2,3,4,2,3,3,4,4,2,2,2,2,2,2,2,2
関＝芳弘,1,1,3,2,2,3,1,2,3,1,2,3,4,3,1,1,4,2,1,2,3,3,3,5,4,5,3,1,1,2,2,2,2,2
横畑＝和幸,2,3,5,5,5,5,3,3,2,1,1,3,2,3,2,2,2,3,4,5,4,1,3,2,4,3,2,3,4,5,5,5,5,1
新原＝秀人,3,2,2,2,3,3,3,4,3,3,2,3,3,2,1,3,3,3,2,4,3,2,2,2,3,4,2,2,1,3,3,4,4,4
冨士谷＝香恵子,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
藤井＝比早之,1,1,3,3,2,3,1,2,2,2,1,3,5,3,1,3,5,3,2,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
永井＝寿也,3,2,3,3,4,1,3,4,3,2,1,4,3,3,3,5,2,2,2,2,4,2,3,2,5,4,1,1,1,4,5,5,5,3
林＝政人,6,5,5,5,5,5,3,3,5,5,5,5,1,3,5,5,1,3,5,5,1,2,5,1,5,4,4,5,5,5,5,5,5,4
谷＝公一,1,1,3,3,3,4,2,2,1,3,5,3,5,3,2,2,3,2,1,3,2,3,2,4,5,4,2,2,1,2,2,2,2,2
三木＝圭恵,3,1,5,2,1,2,2,4,2,3,2,2,5,3,1,4,5,2,3,3,4,2,2,3,2,5,2,2,1,2,2,4,4,3
西中＝孝男,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
大串＝正樹,1,1,3,3,2,3,1,2,2,2,1,3,5,5,1,1,1,3,3,3,3,3,1,4,3,4,4,3,1,1,1,4,2,2
辻＝泰弘,2,2,5,2,5,4,4,4,2,2,5,4,1,5,4,3,1,1,3,4,3,2,5,3,5,4,1,4,2,5,5,4,4,2
杉田＝水脈,5,1,1,1,1,3,2,4,2,1,2,3,5,5,1,3,4,4,2,3,3,3,1,4,3,4,3,2,1,2,1,3,4,5
吉岡＝健次,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
山田＝賢司,1,1,1,1,1,5,1,1,3,2,3,3,5,4,1,1,5,3,1,3,3,1,3,3,3,3,3,3,1,1,1,2,2,3
石井＝登志郎,2,3,5,4,5,4,3,3,3,4,4,3,4,4,2,4,4,2,3,4,2,2,3,3,4,5,1,3,3,4,4,4,4,2
畠中＝光成,3,2,3,2,3,2,5,4,5,1,2,4,5,4,3,5,3,2,2,2,5,3,3,2,4,4,1,1,2,5,5,4,4,3
浜本＝鶴男,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
中野＝洋昌,4,2,4,2,4,4,2,1,3,2,4,2,1,4,3,2,2,1,2,4,4,4,5,3,5,3,2,2,2,2,2,4,4,2
庄本＝悦子,6,5,5,5,5,5,1,1,5,5,5,5,1,1,5,5,1,1,5,5,1,2,5,1,5,5,4,4,5,5,5,5,5,4
西村＝康稔,1,1,2,2,2,5,3,2,3,1,2,3,5,3,1,1,5,2,3,3,4,3,3,5,4,5,4,3,1,1,1,2,2,2
新町＝美千代,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
渡海＝紀三朗,1,1,3,3,3,3,3,2,2,2,3,2,5,3,1,2,2,2,3,3,2,2,3,3,4,4,3,2,1,2,2,4,2,2
松井＝雅博,3,3,4,3,4,3,3,4,2,2,2,3,4,2,2,4,3,3,2,3,4,2,3,3,4,4,2,2,1,4,4,4,4,5
井沢＝孝典,6,5,5,4,5,5,2,3,5,5,5,5,1,3,4,5,1,1,5,5,1,2,5,1,5,4,1,5,5,5,5,5,5,4
頭師＝暢秀,1,2,3,2,2,2,2,3,2,2,4,4,5,3,1,3,3,3,2,2,2,2,3,3,3,3,3,2,1,2,2,4,2,5
松本＝剛明,2,2,3,3,5,5,3,2,2,3,4,4,4,3,3,2,1,2,1,3,3,2,4,4,4,5,3,4,1,4,2,5,4,2
苦瓜＝一成,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
村上＝賀厚,3,4,4,4,5,3,4,2,2,3,3,4,2,1,5,5,1,1,3,3,4,2,5,4,4,5,1,1,1,5,5,4,5,3
堀＝譲,6,5,5,4,5,5,2,3,5,5,5,5,1,3,2,5,1,1,5,5,1,2,4,1,5,4,1,5,5,5,5,5,5,4
小林＝茂樹,1,1,3,2,2,4,2,1,1,3,1,3,5,3,1,1,4,3,2,2,2,2,2,4,3,2,3,4,1,2,2,3,4,2
馬淵＝澄夫,2,2,4,3,4,5,4,4,5,2,4,4,3,2,2,4,2,2,4,3,2,3,3,2,4,3,4,2,2,5,5,3,5,2
谷川＝和広,6,5,5,3,5,5,1,5,5,5,5,5,1,3,4,5,1,2,4,4,1,2,4,1,5,3,3,5,5,5,5,5,5,4
高市＝早苗,1,1,3,3,2,3,2,2,2,2,1,1,5,5,1,1,5,3,2,3,2,3,3,4,3,4,2,3,1,1,1,4,2,2
和泉＝信丈,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,5,4,1,3,4,1,5,2,2,5,5,5,5,5,5,4
奥野＝信亮,1,1,3,3,1,3,2,2,2,2,1,2,5,5,1,1,5,3,1,3,3,3,1,4,3,4,3,3,1,1,1,4,2,2
栗原＝絵里子,3,1,5,5,3,2,2,5,1,5,2,3,2,4,1,5,1,2,4,5,4,1,2,2,4,5,1,3,2,4,5,5,4,4
正木＝敦,6,5,5,3,5,5,1,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
田野瀬＝太道,1,3,2,3,2,2,3,4,2,2,3,2,3,4,2,2,2,2,2,2,3,2,3,4,3,4,2,2,1,2,2,2,2,2
大西＝孝典,2,3,3,3,4,5,3,4,4,4,4,3,3,3,4,3,2,2,1,4,2,2,1,3,4,4,2,3,1,4,5,5,5,5
山崎＝タヨ,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
門＝博文,1,1,3,3,2,3,1,2,2,2,1,3,5,5,1,1,5,3,3,3,3,3,1,4,3,4,4,3,1,1,1,4,2,2
岸本＝周平,2,2,2,2,5,4,3,4,2,2,2,2,2,2,2,2,2,2,2,3,5,3,3,3,5,5,1,2,1,4,4,5,5,2
国重＝秀明,6,5,5,5,5,5,4,4,5,5,5,5,1,2,5,5,1,2,5,5,1,2,4,1,5,5,2,5,5,5,5,5,5,4
石田＝真敏,1,2,3,3,3,3,2,2,2,2,2,2,5,5,1,1,5,3,2,3,3,3,2,4,3,4,3,3,1,1,1,4,2,2
阪口＝直人,3,2,3,2,5,2,3,4,2,2,2,4,3,2,3,5,2,3,4,3,5,1,3,1,4,5,1,1,1,4,5,5,5,3
富岡＝清彦,6,5,5,5,5,5,4,4,5,5,5,5,1,2,5,5,1,2,5,5,1,2,4,1,5,5,2,5,5,5,5,5,5,4
二階＝俊博,1,2,3,3,2,3,2,2,2,2,2,3,2,2,2,1,3,2,3,2,2,3,2,4,3,3,4,2,2,2,2,2,2,2
原＝矢寸久,6,5,5,5,5,5,4,4,5,5,5,5,1,2,5,5,1,2,5,5,1,2,4,1,5,5,2,5,5,5,5,5,5,4
石破＝茂,1,1,3,2,3,3,2,3,1,3,2,2,5,4,2,1,3,3,3,3,3,3,4,4,4,4,2,3,1,1,1,2,2,2
塚田＝成幸,6,5,5,5,5,3,3,3,5,5,5,5,1,3,5,5,1,3,5,5,1,1,5,1,5,4,1,5,5,5,5,5,5,4
赤沢＝亮正,1,1,2,1,3,4,2,2,1,2,2,3,5,4,1,1,5,2,2,3,3,3,3,3,3,4,3,4,1,1,1,4,2,2
湯原＝俊二,2,3,5,4,5,5,4,4,2,4,5,4,1,4,2,5,2,4,3,5,3,2,5,2,5,5,1,5,2,5,5,5,5,5
福住＝英行,6,5,5,5,5,3,3,3,5,5,5,5,1,3,5,5,1,3,5,5,1,1,5,1,5,4,1,5,5,5,5,5,5,4
細田＝博之,1,2,3,3,3,3,2,3,3,3,1,3,3,3,2,1,2,3,1,2,2,3,3,5,3,4,3,3,1,2,2,2,2,2
和田＝章一郎,2,3,5,2,5,5,2,3,4,5,5,4,2,3,5,3,1,1,3,4,2,1,4,2,4,5,2,5,6,5,5,5,5,5
上代＝善雄,6,5,5,5,5,3,4,4,5,5,5,5,1,3,3,5,1,1,5,5,1,3,5,1,5,5,2,5,5,5,5,4,4,4
竹下＝亘,1,2,3,3,3,3,1,2,2,2,1,3,5,5,1,1,5,3,6,3,3,3,1,4,3,4,4,3,1,1,1,4,2,2
向瀬＝慎一,6,5,5,5,5,3,4,4,5,5,5,5,1,3,3,5,1,1,5,5,1,3,5,1,5,5,2,5,5,5,5,4,4,4
逢沢＝一郎,1,1,2,3,3,4,3,2,2,2,2,2,4,2,1,1,5,3,6,2,5,6,6,5,3,4,1,2,1,1,1,2,2,2
高井＝崇志,3,3,3,3,4,3,4,3,3,2,2,4,2,2,2,4,2,2,4,3,3,1,5,2,4,4,2,2,1,4,4,3,3,3
向谷＝千鳥,6,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,1,1,5,4,1,2,5,1,5,5,1,5,5,5,5,5,5,4
山下＝貴司,1,2,3,3,1,3,2,2,3,1,3,3,4,1,1,1,4,3,3,3,3,3,3,4,3,4,3,3,1,2,1,2,3,2
津村＝啓介,2,6,6,3,5,5,1,1,1,1,1,3,2,1,5,2,1,5,1,4,5,2,5,3,5,5,3,3,1,4,4,4,3,2
井上＝素子,6,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,1,1,5,4,1,2,5,1,5,5,1,5,5,5,5,5,5,4
阿部＝俊子,1,2,3,3,6,3,2,3,3,2,2,3,6,6,2,2,3,3,4,3,3,2,3,4,3,4,2,3,2,2,2,2,2,2
平沼＝赳夫,5,1,1,1,1,3,2,1,2,3,2,2,5,5,1,1,4,4,1,3,2,2,1,4,4,2,3,4,1,2,2,5,4,2
古松＝国昭,6,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,1,1,5,4,1,2,5,1,5,5,1,5,5,5,5,5,5,4
橋本＝岳,1,2,3,3,2,4,4,2,2,2,3,2,5,4,3,2,4,3,2,2,3,2,3,4,3,3,4,4,1,1,1,4,4,2
柚木＝道義,2,5,5,4,5,5,4,6,2,4,5,5,1,4,4,5,1,4,4,5,2,1,5,1,5,4,1,5,2,4,5,5,4,5
垣内＝雄一,6,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,1,1,5,4,1,2,5,1,5,5,1,5,5,5,5,5,5,4
加藤＝勝信,1,2,3,2,2,3,3,2,2,1,2,3,5,4,1,1,5,2,3,3,4,3,2,4,4,4,2,2,1,1,1,3,2,2
美見＝芳明,6,5,5,5,5,5,3,5,5,5,5,5,1,5,5,5,1,1,5,4,1,2,5,1,5,5,1,5,5,5,5,5,5,4
岸田＝文雄,1,2,3,3,6,3,2,2,3,2,3,3,4,3,2,2,4,2,2,2,3,3,3,4,4,4,3,2,2,1,1,3,2,2
白坂＝理香,3,2,3,3,4,2,3,3,2,2,1,4,3,3,3,5,4,2,2,3,4,2,3,2,5,4,1,1,1,4,5,5,5,3
伊藤＝真二,5,2,1,3,1,4,1,2,2,2,1,2,5,3,5,1,3,3,4,4,3,4,2,2,2,3,2,2,1,1,2,4,3,3
大西＝理,6,5,5,3,5,5,2,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
平口＝洋,1,3,3,4,3,3,4,3,4,2,4,3,3,2,2,4,3,3,3,2,2,3,3,3,2,4,4,2,2,3,3,2,2,4
松本＝大輔,2,2,3,3,5,4,3,4,3,3,3,4,3,3,3,4,2,2,3,3,3,3,5,2,5,5,1,3,3,5,5,5,5,2
藤本＝聡志,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,4,4,1,3,4,1,5,3,2,5,5,5,5,5,5,4
河井＝克行,1,1,2,2,3,2,2,2,3,2,2,2,5,3,2,2,3,2,1,2,4,3,2,4,5,2,1,3,1,1,1,2,1,2
橋本＝博明,2,2,4,3,5,4,4,4,3,4,3,3,3,3,2,2,3,2,3,4,3,2,3,3,3,5,3,4,3,4,5,4,4,5
清水＝貞子,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,5,5,1,2,4,1,5,3,2,5,5,5,5,5,5,4
中川＝俊直,1,2,3,3,3,3,2,3,3,1,1,3,5,5,3,2,4,3,2,3,3,3,1,4,3,4,4,3,1,2,2,4,2,2
中丸＝啓,5,1,1,1,1,3,2,3,3,2,2,3,5,5,1,3,4,3,3,3,2,3,1,4,2,4,3,2,1,2,2,3,4,5
中石＝仁,6,5,5,3,5,5,2,3,5,5,5,5,1,3,4,5,1,2,5,5,1,2,5,1,5,4,2,5,5,5,5,5,5,4
寺田＝稔,1,1,3,1,3,4,1,1,1,2,4,2,3,3,1,1,4,4,2,2,2,3,3,5,2,2,2,3,1,2,2,2,2,2
尾崎＝光,6,5,5,5,5,5,3,3,5,5,5,5,1,2,5,5,1,1,5,5,2,3,5,1,5,5,1,5,5,5,5,5,5,4
小島＝敏文,1,1,1,1,1,3,1,1,2,1,4,2,5,2,1,1,3,4,1,2,2,2,2,5,1,1,2,2,1,1,1,2,1,2
寺田＝明充,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,2,4,1,1,5,3,2,5,5,5,5,5,4,4
小林＝史明,1,1,2,2,2,4,2,2,3,2,2,6,5,3,1,1,4,1,2,4,2,2,4,4,5,4,5,4,1,1,2,3,2,2
村田＝享子,2,3,3,3,5,4,3,4,3,3,3,4,3,3,3,2,2,2,3,4,3,2,5,3,5,5,1,4,4,5,5,5,5,2
坂元＝大輔,5,1,2,1,1,2,3,3,2,2,1,2,5,4,1,2,5,4,2,3,4,2,2,3,1,5,4,2,1,2,3,4,4,2
小浜＝一輝,6,5,5,3,5,5,1,3,5,5,5,5,1,3,3,5,1,2,4,4,1,3,4,1,4,3,2,5,5,5,5,5,5,4
高邑＝勉,3,3,3,3,3,3,3,3,3,2,1,2,4,4,2,4,3,2,3,2,3,2,3,2,2,4,1,1,1,4,4,4,3,3
藤井＝直子,6,5,5,5,5,5,4,3,5,5,5,5,1,2,5,5,1,3,5,5,1,2,5,1,5,3,1,5,5,5,5,5,4,4
岸＝信夫,1,2,4,3,1,3,2,3,2,1,3,2,4,2,1,2,3,1,1,2,3,3,1,3,3,4,2,2,1,1,1,2,2,2
平岡＝秀夫,2,4,5,4,5,4,3,3,5,4,5,4,2,3,4,2,1,3,3,4,4,2,4,2,4,5,1,4,3,5,5,4,4,2
赤松＝義生,6,5,5,5,5,5,4,5,5,5,5,5,1,4,5,5,1,3,5,5,1,2,1,1,5,5,5,5,5,5,5,5,5,4
河村＝建夫,1,3,5,3,4,2,1,2,3,2,5,4,3,3,2,2,3,3,1,3,2,3,1,5,4,1,4,3,2,2,2,2,1,2
三浦＝昇,2,2,3,1,3,2,3,3,3,2,3,3,5,3,1,2,2,3,2,3,4,3,3,3,5,3,4,1,1,2,4,4,3,3
藤井＝岳志,6,5,5,5,5,3,3,5,5,5,5,5,1,3,3,5,5,3,3,3,1,3,5,1,5,5,1,5,5,5,5,5,5,4
安倍＝晋三,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,6,4,3,4,3,3,1,6,6,2,6,2
吉田＝貞好,6,5,5,4,5,5,6,6,5,5,5,5,1,6,5,5,1,1,4,4,1,2,5,1,5,4,6,5,5,5,5,5,5,4
後藤田＝正純,1,4,3,4,5,3,2,4,2,2,2,2,5,2,1,2,2,3,3,2,3,3,4,4,4,4,2,3,2,2,2,2,1,2
仁木＝博文,2,5,4,2,5,4,4,5,3,4,5,5,3,2,3,3,2,2,2,4,6,6,4,6,5,5,2,2,4,4,5,5,4,5
古田＝元則,6,5,5,5,5,5,1,1,5,5,5,5,1,3,5,5,1,3,5,5,1,3,4,1,5,5,2,4,5,5,5,5,5,4
山口＝俊一,1,3,4,3,3,4,1,2,3,2,5,2,2,2,3,2,4,2,3,2,2,3,2,4,4,2,3,1,3,2,2,2,4,2
